deal_qualilty,hyperlink,mile,name,object,other_attributes,price,self.year
GOOD DEAL,https://www.cars.com/vehicledetail/detail/720723785/overview/,"32,538 mi.",2014 Buick Encore,,"Exterior Color: White,Interior Color: Ebony","$18,957",2014
FAIR PRICE,https://www.cars.com/vehicledetail/detail/729035761/overview/,"28,560 mi.",2014 Mazda CX-5 Touring,,"Exterior Color: Jet Black Mica,Interior Color: Black,Transmission: 6-SPEED A/T,Drivetrain: All Wheel Drive","$18,495",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/727321980/overview/,"46,031 mi.",2014 Hyundai Santa Fe Sport 2.4L,,"Exterior Color: Frost White Pearl,Interior Color: Gray,Transmission: 6-Speed Automatic,Drivetrain: AWD","$18,488",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/723238911/overview/,"16,291 mi.",2014 Toyota RAV4 LE AWD SUV,,"Exterior Color: Silver Me.,Interior Color: Black,Transmission: 6 Speed Elect Controlled Auto Transmission,Drivetrain: AWD","$18,888",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730863012/overview/,"37,368 mi.",2014 GMC Terrain SLE-1,,"Exterior Color: Black,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: FWD","$16,998",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730262053/overview/,"26,754 mi.",2014 Toyota RAV4 LE AWD SUV,,"Exterior Color: Magnetic Gray Met.,Interior Color: Gray,Transmission: 6 Speed Elect Controlled Auto Transmission,Drivetrain: AWD","$18,575",2014
NOT A GOOD DEAL,https://www.cars.com/vehicledetail/detail/729580040/overview/,"20,344 mi.",2014 Toyota Venza LE L4 AWD,,"Exterior Color: Magnetic Gray Met.,Interior Color: Black,Transmission: 6 Speed Elect Controled Auto Transmission w/ Inte,Drivetrain: AWD","$16,598",2014
NOT A GOOD DEAL,https://www.cars.com/vehicledetail/detail/710774146/overview/,"54,372 mi.",2014 Nissan Rogue SV,,"Exterior Color: Super Black,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: AWD","$14,982",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/719451956/overview/,"103,812 mi.",2014 Nissan Murano LE,,"Exterior Color: Super Black,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: AWD","$15,995",2014
NOT A GOOD DEAL,https://www.cars.com/vehicledetail/detail/718101453/overview/,"34,000 mi.",2014 Jeep Wrangler Sport,,"Exterior Color: Gray,Interior Color: gray,Transmission: manual,Drivetrain: 4X4","$8,900",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/714615037/overview/,"21,485 mi.",2014 Nissan Rogue Select S,,"Exterior Color: Platinum Graphite,Interior Color: Black,Transmission: xtronic cvt automatic,Drivetrain: All Wheel Drive","$14,900",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/726155501/overview/,"26,173 mi.",2014 Toyota Venza LE L4 AWD,,"Exterior Color: Silver Me.,Interior Color: Black,Transmission: 6 Speed Elect Controled Auto Transmission w/ Inte,Drivetrain: AWD","$18,544",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729997489/overview/,"46,699 mi.",2014 Honda CR-V AWD EX w/Leather & Navigation,,"Exterior Color: White Diamond Pearl,Interior Color: Beige,Transmission: 5 Speed Automatic","$18,991",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/727835115/overview/,"37,994 mi.",2014 Honda CR-V AWD EX w/Leather,,"Exterior Color: Mountain Air Metallic,Interior Color: Beige,Transmission: 5 Speed Automatic","$19,775",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/720907944/overview/,"23,000 mi.",2014 Honda CR-V EX-L,,"Exterior Color: Black,Interior Color: Black,Transmission: Automanual,Drivetrain: AWD","$19,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/728787783/overview/,"52,178 mi.",2014 Honda CR-V AWD EX w/Leather,,"Exterior Color: Mountain Air Metallic,Interior Color: Beige,Transmission: 5 Speed Automatic","$16,500",2014
NOT A GOOD DEAL,https://www.cars.com/vehicledetail/detail/730808502/overview/,"31,818 mi.",2014 Nissan Rogue SL,,"Exterior Color: Brilliant Silver,Interior Color: Charcoal,Transmission: Automatic CVT,Drivetrain: AWD","$18,384",2014
FAIR PRICE,https://www.cars.com/vehicledetail/detail/695665024/overview/,"46,900 mi.",2014 Mitsubishi Outlander SE,,"Exterior Color: White,Transmission: 1-Speed CVT w/OD,Drivetrain: 4WD","$18,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/726646521/overview/,"20,295 mi.",2014 Toyota RAV4 XLE AWD SUV,,"Exterior Color: Barcelona Red Met.,Interior Color: Black,Transmission: 6 Speed Elect Controlled Auto Transmission,Drivetrain: AWD","$19,883",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730442682/overview/,"54,863 mi.",2014 Mazda CX-5 Grand Touring,,"Exterior Color: Jet Black Mica,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$17,988",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730109760/overview/,"88,662 mi.",2014 Toyota RAV4 LE,,"Exterior Color: Gray,Transmission: 6-Speed Automatic,Drivetrain: AWD","$15,992",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730853067/overview/,"50,701 mi.",2014 Jeep Cherokee Sport,,"Exterior Color: Silver,Interior Color: Black / Iceland Gray,Transmission: 9-Speed Automatic,Drivetrain: FWD","$14,495",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/728850897/overview/,"28,461 mi.",2014 Subaru Forester 2.5i Touring,,"Exterior Color: Marine Blue Pearl,Interior Color: Gray,Transmission: Automatic CVT,Drivetrain: AWD","$19,877",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/729732533/overview/,"130,409 mi.",2014 Jeep Grand Cherokee Overland,,"Exterior Color: Silver,Transmission: 8-Speed Automatic,Drivetrain: 4WD","$18,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/726379383/overview/,"40,014 mi.",2014 Chevrolet Equinox,,Exterior Color: Black,"$14,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/722295201/overview/,"27,735 mi.",2014 Chevrolet Equinox,,Exterior Color: Blue,"$15,495",2014
FAIR PRICE,https://www.cars.com/vehicledetail/detail/719845966/overview/,"36,445 mi.",2014 GMC Terrain SLE-1,,"Exterior Color: Quicksilver Metallic,Interior Color: Jet Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$18,995",2014
NOT A GOOD DEAL,https://www.cars.com/vehicledetail/detail/728811221/overview/,"66,000 mi.",2014 Nissan Murano SV,,"Exterior Color: Silver,Interior Color: Black,Transmission: CVT,Drivetrain: AWD","$20,000",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/712285571/overview/,"92,440 mi.",2014 GMC Acadia SLT-1,,"Exterior Color: Quicksilver Metallic,Transmission: 6-Speed Automatic,Drivetrain: AWD","$16,995",2014
,https://www.cars.com/vehicledetail/detail/726979106/overview/,"49,510 mi.",2014 Ford Escape TITANIUM,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23404"")>","Exterior Color: Ingot Silver Metallic,Transmission: 6-SPEED AUTOMATIC","$17,750",2014
,https://www.cars.com/vehicledetail/detail/728773346/overview/,"107,605 mi.",2014 Ford Escape SE,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23405"")>","Exterior Color: White,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$11,495",2014
,https://www.cars.com/vehicledetail/detail/724763695/overview/,"37,589 mi.",2014 Honda CR-V EX-L,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23406"")>","Exterior Color: Blue,Interior Color: Gray,Transmission: 5-Speed Automatic,Drivetrain: AWD","$18,995",2014
,https://www.cars.com/vehicledetail/detail/691886394/overview/,"35,985 mi.",2014 BMW X1 xDrive 28i,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23407"")>","Exterior Color: White,Interior Color: BEIGE,Transmission: 8 speed automatic,Drivetrain: AWD","$19,800",2014
,https://www.cars.com/vehicledetail/detail/727218204/overview/,"61,236 mi.",2014 Hyundai Tucson SE,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23408"")>","Exterior Color: Laguna Blue Metallic,Interior Color: Beige,Transmission: 6-Speed Automatic,Drivetrain: AWD","$14,500",2014
,https://www.cars.com/vehicledetail/detail/730899818/overview/,"53,698 mi.",2014 Honda CR-V EX,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23409"")>","Exterior Color: Gray,Interior Color: Gray,Transmission: 5-Speed Automatic,Drivetrain: AWD","$16,513",2014
,https://www.cars.com/vehicledetail/detail/728600228/overview/,"34,147 mi.",2014 Nissan Juke SL,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23410"")>","Exterior Color: Graphite Blue,Interior Color: Nismo,Transmission: Automatic CVT,Drivetrain: All-Wheel Drive with Locking and Limited-Slip Differential","$16,960",2014
,https://www.cars.com/vehicledetail/detail/716391744/overview/,"62,888 mi.",2014 Mazda CX-9 Sport,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23411"")>","Exterior Color: Meteor Gray Mica,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$14,495",2014
,https://www.cars.com/vehicledetail/detail/727858533/overview/,"58,194 mi.",2014 Kia Sorento EX,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23412"")>","Exterior Color: White,Interior Color: Beige,Transmission: 6-Speed Automatic,Drivetrain: AWD","$17,752",2014
,https://www.cars.com/vehicledetail/detail/721362951/overview/,"35,548 mi.",2014 Ford Escape SE,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23413"")>","Exterior Color: Tuxedo Black Metallic,Interior Color: CHARCOAL BLACK,Transmission: 6-SPEED AUTOMATIC","$16,537",2014
,https://www.cars.com/vehicledetail/detail/711999561/overview/,"106,000 mi.",2014 Nissan Murano SL,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23414"")>","Exterior Color: Gun Metallic,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: AWD","$14,900",2014
,https://www.cars.com/vehicledetail/detail/730890890/overview/,"72,861 mi.",2014 Jeep Cherokee Trailhawk,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23415"")>","Exterior Color: Mango,Interior Color: Black,Transmission: 9-Speed Automatic,Drivetrain: 4WD","$17,995",2014
,https://www.cars.com/vehicledetail/detail/721664200/overview/,"19,981 mi.",2014 Ford Escape TITANIUM,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23416"")>","Exterior Color: Tuxedo Black Metallic,Interior Color: MEDIUM LIGHT STONE,Transmission: 6-SPEED AUTOMATIC","$19,900",2014
,https://www.cars.com/vehicledetail/detail/706648826/overview/,"26,065 mi.",2014 Kia Sportage LX,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23417"")>","Exterior Color: Twilight Blue,Interior Color: Grey,Transmission: 6-Speed Automatic w/OD,Drivetrain: FWD","$18,450",2014
,https://www.cars.com/vehicledetail/detail/730996714/overview/,"44,451 mi.",2014 Jeep Cherokee Latitude,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23418"")>","Exterior Color: Gray,Interior Color: Black,Transmission: 9-Speed Automatic w/OD,Drivetrain: 4WD","$17,599",2014
,https://www.cars.com/vehicledetail/detail/725353432/overview/,"29,851 mi.",2014 Nissan Murano S,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23419"")>","Exterior Color: Brilliant Silver,Transmission: Automatic CVT,Drivetrain: All-Wheel Drive with Locking Differential","$17,726",2014
,https://www.cars.com/vehicledetail/detail/726263340/overview/,"11,291 mi.",2014 Buick Encore,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23420"")>","Exterior Color: Brown,Interior Color: Black","$18,937",2014
,https://www.cars.com/vehicledetail/detail/724364769/overview/,"18,747 mi.",2014 Ford Escape SE,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23421"")>","Exterior Color: Deep Impact Blue Metallic,Interior Color: MEDIUM LIGHT STONE,Transmission: 6-SPEED AUTOMATIC","$16,997",2014
,https://www.cars.com/vehicledetail/detail/726979045/overview/,"39,063 mi.",2014 Ford Escape SE,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23422"")>","Exterior Color: Sterling Gray Metallic,Interior Color: CHARCOAL BLACK,Transmission: 6-SPEED AUTOMATIC","$15,495",2014
,https://www.cars.com/vehicledetail/detail/718478056/overview/,"51,307 mi.",2014 Ford Explorer BASE,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23423"")>","Exterior Color: Tuxedo Black Metallic,Interior Color: MEDIUM LIGHT STONE,Transmission: 6-SPEED AUTOMATIC","$18,995",2014
,https://www.cars.com/vehicledetail/detail/717015703/overview/,"21,647 mi.",2014 Ford Escape SE,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23424"")>","Exterior Color: Ginger Ale Metallic,Interior Color: CHARCOAL BLACK,Transmission: 6-SPEED AUTOMATIC","$16,995",2014
,https://www.cars.com/vehicledetail/detail/721447823/overview/,"28,336 mi.",2014 Nissan Juke S,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23425"")>","Exterior Color: Bordeaux Black,Transmission: Automatic CVT,Drivetrain: AWD","$16,992",2014
,https://www.cars.com/vehicledetail/detail/720382499/overview/,"22,545 mi.",2014 Ford Escape SE,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23426"")>","Exterior Color: Sterling Gray Metallic,Interior Color: MEDIUM LIGHT STONE,Transmission: 6-SPEED AUTOMATIC","$18,250",2014
,https://www.cars.com/vehicledetail/detail/723639980/overview/,"68,056 mi.",2014 BMW X1 xDrive 28i,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23427"")>","Exterior Color: Jet Black,Interior Color: Sand Beige,Transmission: 8-Speed Automatic,Drivetrain: AWD","$18,500",2014
,https://www.cars.com/vehicledetail/detail/726777343/overview/,"21,952 mi.",2014 Ford Escape SE,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23428"")>","Exterior Color: Sunset Metallic,Interior Color: CHARCOAL BLACK,Transmission: 6-SPEED AUTOMATIC","$16,799",2014
,https://www.cars.com/vehicledetail/detail/727551517/overview/,"47,835 mi.",2014 Chevrolet Equinox,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23429"")>","Exterior Color: White,Interior Color: Black","$15,299",2014
,https://www.cars.com/vehicledetail/detail/712946573/overview/,"32,577 mi.",2014 Nissan Rogue SL,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23430"")>","Exterior Color: Super Black,Interior Color: Charcoal,Transmission: Automatic CVT,Drivetrain: All-Wheel Drive with Locking Differential","$19,300",2014
,https://www.cars.com/vehicledetail/detail/717374485/overview/,"19,077 mi.",2014 Ford Escape S,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23431"")>","Exterior Color: Oxford White,Interior Color: CHARCOAL BLACK,Transmission: 6-SPEED AUTOMATIC","$16,500",2014
,https://www.cars.com/vehicledetail/detail/726735912/overview/,"40,817 mi.",2014 Nissan Murano S,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23432"")>","Exterior Color: Brilliant Silver,Transmission: Automatic CVT,Drivetrain: All-Wheel Drive with Locking Differential","$16,488",2014
,https://www.cars.com/vehicledetail/detail/718967860/overview/,"44,510 mi.",2014 Honda CR-V LX,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23433"")>","Exterior Color: Other,Interior Color: Gray,Transmission: 5-Speed Automatic,Drivetrain: AWD","$14,995",2014
,https://www.cars.com/vehicledetail/detail/712368917/overview/,"31,118 mi.",2014 Chevrolet Equinox,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23434"")>",,"$15,995",2014
,https://www.cars.com/vehicledetail/detail/726467617/overview/,"30,503 mi.",2014 Hyundai Santa Fe Sport 2.0L Turbo,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23435"")>","Exterior Color: Frost White Pearl,Interior Color: Gray,Transmission: 6-Speed Automatic,Drivetrain: AWD","$19,995",2014
,https://www.cars.com/vehicledetail/detail/711797564/overview/,"39,166 mi.",2014 Subaru Forester 2.5i Limited,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23436"")>","Exterior Color: Dark Gray Metallic,Interior Color: Gray,Transmission: 6-Speed CVT w/OD,Drivetrain: AWD","$19,995",2014
,https://www.cars.com/vehicledetail/detail/727076920/overview/,"37,266 mi.",2014 Kia Sorento LX,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23437"")>","Exterior Color: White,Transmission: 6-Speed Automatic,Drivetrain: FWD","$14,980",2014
,https://www.cars.com/vehicledetail/detail/730489021/overview/,"65,333 mi.",2014 Jeep Cherokee Limited,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23438"")>","Exterior Color: Silver,Interior Color: Black,Transmission: 9-SPEED A/T,Drivetrain: Front Wheel Drive","$19,900",2014
,https://www.cars.com/vehicledetail/detail/722643489/overview/,"53,416 mi.",2014 Nissan Murano SL,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23439"")>","Exterior Color: Brilliant Silver,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: AWD","$18,999",2014
,https://www.cars.com/vehicledetail/detail/712925025/overview/,"39,146 mi.",2014 Chevrolet Equinox,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23440"")>",,"$13,995",2014
,https://www.cars.com/vehicledetail/detail/722264867/overview/,"35,128 mi.",2014 Volkswagen Tiguan,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23441"")>","Exterior Color: Gray,Transmission: Manual","$15,995",2014
,https://www.cars.com/vehicledetail/detail/727143292/overview/,"44,059 mi.",2014 Jeep Patriot Latitude,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23442"")>","Exterior Color: Gray,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$13,599",2014
,https://www.cars.com/vehicledetail/detail/728260246/overview/,"29,840 mi.",2014 Ford Edge SE,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23443"")>","Exterior Color: Oxford White,Interior Color: MEDIUM LIGHT STONE,Transmission: 6-SPEED AUTOMATIC","$19,987",2014
,https://www.cars.com/vehicledetail/detail/730543887/overview/,"39,656 mi.",2014 Honda CR-V EX,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23444"")>","Exterior Color: Kona Coffee Metallic,Interior Color: Black,Transmission: 5-Speed Automatic w/OD,Drivetrain: AWD","$18,995",2014
,https://www.cars.com/vehicledetail/detail/730543886/overview/,"48,109 mi.",2014 Honda CR-V EX,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23445"")>","Exterior Color: Crystal Black Pearl,Interior Color: Black,Transmission: 5-Speed Automatic w/OD,Drivetrain: AWD","$18,155",2014
,https://www.cars.com/vehicledetail/detail/715423400/overview/,"70,935 mi.",2014 Honda CR-V EX-L,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23446"")>","Exterior Color: White Diamond Pearl,Interior Color: Beige,Transmission: 5-Speed Automatic w/OD,Drivetrain: All Wheel Drive","$19,995",2014
,https://www.cars.com/vehicledetail/detail/730763213/overview/,"56,509 mi.",2014 Mazda CX-9 Touring,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23447"")>","Exterior Color: Liquid Silver,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$17,970",2014
,https://www.cars.com/vehicledetail/detail/730704594/overview/,"44,415 mi.",2014 Jeep Compass Latitude,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23448"")>","Exterior Color: True Blue Pearlcoat,Interior Color: Dark Slate Gray,Transmission: Automatic,Drivetrain: 4WD","$15,998",2014
,https://www.cars.com/vehicledetail/detail/725174531/overview/,"21,149 mi.",2014 Chevrolet Equinox,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23449"")>","Exterior Color: Blue,Transmission: 6-Speed A/T,Drivetrain: FRONT-WHEEL DRIVE","$17,499",2014
,https://www.cars.com/vehicledetail/detail/725023752/overview/,"42,283 mi.",2014 INFINITI QX50 Journey,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23450"")>","Exterior Color: Moonlight White,Interior Color: Graphite,Transmission: 7-Speed Automatic,Drivetrain: AWD","$19,995",2014
,https://www.cars.com/vehicledetail/detail/723915795/overview/,"47,760 mi.",2014 Nissan Pathfinder SL,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23451"")>","Exterior Color: Super Black,Transmission: Automatic CVT,Drivetrain: 4WD","$19,995",2014
,https://www.cars.com/vehicledetail/detail/720460468/overview/,"47,657 mi.",2014 GMC Terrain,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23452"")>","Exterior Color: Gray,Interior Color: Black","$19,937",2014
,https://www.cars.com/vehicledetail/detail/728661947/overview/,"72,305 mi.",2014 Mazda CX-5 Sport,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23453"")>","Exterior Color: Meteor Gray Mica,Interior Color: Black,Transmission: 6-Speed Manual,Drivetrain: FWD","$12,995",2014
,https://www.cars.com/vehicledetail/detail/729081328/overview/,"58,854 mi.",2014 Nissan Murano S,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23454"")>","Exterior Color: Midnight Garnet,Interior Color: Beige,Transmission: Automatic CVT,Drivetrain: All-Wheel Drive with Locking Differential","$17,995",2014
,https://www.cars.com/vehicledetail/detail/729433236/overview/,"46,700 mi.",2014 Honda CR-V LX,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23455"")>","Exterior Color: Gray,Interior Color: Gray,Transmission: Automatic,Drivetrain: AWD","$14,900",2014
,https://www.cars.com/vehicledetail/detail/714484294/overview/,"32,757 mi.",2014 Ford Escape SE,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23456"")>","Exterior Color: Ruby Red Metallic Tinted Clearcoat,Interior Color: Medium Light Stone,Transmission: 6-Speed Automatic w/OD,Drivetrain: FWD","$13,995",2014
,https://www.cars.com/vehicledetail/detail/727731299/overview/,"102,520 mi.",2014 INFINITI QX60 Base,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23457"")>","Exterior Color: Black Obsidian,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: All Wheel Drive","$17,998",2014
,https://www.cars.com/vehicledetail/detail/728115355/overview/,"45,746 mi.",2014 Nissan Rogue SL,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23458"")>","Exterior Color: Cayenne Red,Transmission: Automatic CVT,Drivetrain: All-Wheel Drive with Locking Differential","$16,889",2014
,https://www.cars.com/vehicledetail/detail/728787713/overview/,"39,886 mi.",2014 Honda CR-V AWD EX w/Leather,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23459"")>","Exterior Color: Polished Metal Metallic,Interior Color: Gray,Transmission: 5 Speed Automatic","$18,900",2014
,https://www.cars.com/vehicledetail/detail/726582553/overview/,"70,140 mi.",2014 Ford Escape TITANIUM,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23460"")>","Exterior Color: Ingot Silver Metallic,Interior Color: CHARCOAL BLACK,Transmission: 6-SPEED AUTOMATIC","$16,900",2014
,https://www.cars.com/vehicledetail/detail/719955217/overview/,"47,625 mi.",2014 GMC Terrain,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23461"")>","Exterior Color: Blue,Interior Color: Black","$18,995",2014
,https://www.cars.com/vehicledetail/detail/727788837/overview/,"59,525 mi.",2014 GMC Terrain,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23462"")>",Exterior Color: Silver,"$18,959",2014
,https://www.cars.com/vehicledetail/detail/726026269/overview/,"49,344 mi.",2014 Toyota Venza LE,"<selenium.webdriver.remote.webelement.WebElement (session=""58693f7dc1fc1c86570958fe38e87092"", element=""0.8820448875671603-23463"")>","Exterior Color: Gray,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$18,488",2014
