deal_qualilty,hyperlink,mile,name,object,other_attributes,price,self.year
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730589392/overview/,"50,154 mi.",2014 Mercedes-Benz GLK 350 4MATIC,,"Exterior Color: Black,Interior Color: Black,Transmission: 7-Speed Automatic,Drivetrain: AWD","$18,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730126745/overview/,"38,343 mi.",2014 Toyota RAV4 XLE,,"Exterior Color: Black,Interior Color: Tan,Transmission: 6-Speed Automatic,Drivetrain: AWD","$15,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730500776/overview/,"59,926 mi.",2014 Ford Escape SE,,"Exterior Color: Black,Interior Color: Gray,Transmission: Automatic,Drivetrain: All Wheel Drive","$13,200",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/726708288/overview/,"81,101 mi.",2014 Chevrolet Equinox 1LT,,"Exterior Color: Black,Interior Color: Gray,Transmission: Automatic,Drivetrain: Four Wheel Drive","$11,400",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/718052235/overview/,"45,012 mi.",2014 Jeep Cherokee Limited,,"Exterior Color: White,Interior Color: Black,Transmission: 9-Speed Automatic,Drivetrain: 4WD","$15,890",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/727324308/overview/,"113,076 mi.",2014 Ford Edge SE,,"Exterior Color: Black,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: FWD","$9,200",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729260446/overview/,"98,525 mi.",2014 Jeep Grand Cherokee Laredo,,"Exterior Color: Gold,Interior Color: Sepia,Transmission: 8-Speed Automatic,Drivetrain: 4WD","$14,300",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730651795/overview/,"51,542 mi.",2014 Ford Escape SE,,"Exterior Color: Tuxedo Black,Interior Color: Medium Light Stone,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$12,998",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730763651/overview/,"81,681 mi.",2014 Ford Explorer Limited,,"Exterior Color: Tuxedo Black Metallic,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$16,991",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730601863/overview/,"43,796 mi.",2014 BMW X1 xDrive 28i,,"Exterior Color: Blue,Transmission: 8-Speed Automatic,Drivetrain: AWD","$15,595",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730215404/overview/,"30,191 mi.",2014 Chevrolet Equinox 1LT,,"Interior Color: Jet Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$13,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/722714100/overview/,"43,266 mi.",2014 Nissan Rogue SL,,"Exterior Color: Brilliant Silver,Interior Color: Charcoal,Transmission: Automatic CVT,Drivetrain: AWD","$14,991",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729952924/overview/,"38,740 mi.",2014 Jeep Patriot Limited,,"Exterior Color: True Blue Pearlcoat,Interior Color: Dark Slate Gray,Transmission: Automatic,Drivetrain: 4WD","$14,888",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/726045123/overview/,"33,706 mi.",2014 Jeep Cherokee Latitude,,"Exterior Color: Billet Silver Clearcoat Metallic,Interior Color: Black / Iceland Gray,Transmission: 9-Speed Automatic,Drivetrain: 4WD","$17,991",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/722353794/overview/,"25,557 mi.",2014 Nissan Rogue SL,,"Exterior Color: Brilliant Silver,Interior Color: Charcoal,Transmission: Automatic CVT,Drivetrain: AWD","$17,991",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/725008067/overview/,"21,090 mi.",2014 Nissan Rogue SL,,"Exterior Color: Super Black,Interior Color: Almond,Transmission: Automatic CVT,Drivetrain: AWD","$17,991",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/728015084/overview/,"68,802 mi.",2014 Subaru Outback 3.6R Limited,,"Exterior Color: Venetian Red Pearl,Interior Color: Taupe,Transmission: 5-Speed Automatic,Drivetrain: AWD","$17,386",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/728854438/overview/,"71,516 mi.",2014 Honda CR-V LX,,"Exterior Color: Green,Transmission: 5-Speed Automatic,Drivetrain: AWD","$12,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729600598/overview/,"60,368 mi.",2014 Jeep Cherokee Trailhawk,,"Exterior Color: Brilliant Black Crystal Pearlcoat,Interior Color: Black,Transmission: 9-Speed Automatic,Drivetrain: 4WD","$19,277",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/723540750/overview/,"27,782 mi.",2014 Jeep Compass Latitude,,"Exterior Color: True Blue Pearlcoat,Interior Color: Dark Slate Gray,Transmission: Automatic,Drivetrain: 4WD","$13,977",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730422049/overview/,"32,989 mi.",2014 Honda CR-V EX,,"Exterior Color: Crystal Black Pearl,Interior Color: Gray,Transmission: 5-SPEED A/T,Drivetrain: All Wheel Drive","$16,767",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/723044928/overview/,"51,021 mi.",2014 Jeep Patriot Latitude,,"Exterior Color: Black Clearcoat,Interior Color: Dark Slate Gray,Transmission: Automatic,Drivetrain: 4WD","$12,877",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/723272252/overview/,"34,566 mi.",2014 Nissan Murano SL,,"Exterior Color: Pearl White,Interior Color: Beige,Transmission: Automatic CVT,Drivetrain: AWD","$16,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729829193/overview/,"38,000 mi.",2014 Nissan Rogue SL,,"Exterior Color: Gun Metallic,Interior Color: Charcoal,Transmission: Automatic CVT,Drivetrain: AWD","$17,000",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/728014621/overview/,"40,038 mi.",2014 Nissan Juke S,,"Exterior Color: Pearl White,Interior Color: Nismo,Transmission: Automatic CVT,Drivetrain: AWD","$12,400",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/721550065/overview/,"48,733 mi.",2014 Mazda CX-9 Grand Touring,,"Exterior Color: Jet Black Mica,Interior Color: Black,Transmission: 6-SPEED A/T,Drivetrain: All Wheel Drive","$19,839",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/723082365/overview/,"34,094 mi.",2014 MINI Countryman Cooper S,,"Exterior Color: Royal Gray Metallic,Interior Color: Carbon Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$16,495",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/724163758/overview/,"57,838 mi.",2014 Hyundai Tucson SE,,"Exterior Color: Laguna Blue Metallic,Interior Color: Beige,Transmission: 6-Speed Automatic,Drivetrain: AWD","$14,413",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/729475573/overview/,"81,761 mi.",2014 GMC Acadia SLE-2,,"Exterior Color: Quicksilver Metallic,Interior Color: Ebony,Transmission: 6-Speed Automatic,Drivetrain: AWD","$17,750",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/719790483/overview/,"31,134 mi.",2014 Nissan Pathfinder SL,,"Exterior Color: White,Transmission: xtronic cvt (continuously variable),Drivetrain: Four Wheel Drive","$19,866",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/718767039/overview/,"37,728 mi.",2014 Nissan Murano S,,"Exterior Color: Graphite Blue,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: AWD","$13,990",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/724485099/overview/,"83,899 mi.",2014 Volvo XC60 T6 Premier Plus,,"Exterior Color: Ice White,Interior Color: Soft Beige,Transmission: 6-Speed Automatic,Drivetrain: AWD","$18,599",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/718078146/overview/,"60,099 mi.",2014 Honda CR-V EX-L,,"Exterior Color: White Diamond Pearl,Interior Color: Black,Transmission: 5-Speed Automatic,Drivetrain: AWD","$17,989",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/729260572/overview/,"21,982 mi.",2014 Honda CR-V LX,,"Exterior Color: Crystal Black Pearl,Interior Color: Black,Transmission: 5-Speed Automatic,Drivetrain: AWD","$18,030",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729085042/overview/,"37,084 mi.",2014 Subaru Outback 3.6R Limited,,"Exterior Color: Satin White Pearl,Interior Color: Taupe,Transmission: 5-Speed Automatic,Drivetrain: AWD","$19,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/723191236/overview/,"34,094 mi.",2014 MINI Countryman Cooper S,,"Exterior Color: Gray,Interior Color: Carbon Black,Drivetrain: AWD","$16,495",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/719370599/overview/,"76,118 mi.",2014 Ford Explorer XLT,,"Exterior Color: Gray,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$17,991",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/724347377/overview/,"71,958 mi.",2014 Acura RDX Technology,,"Exterior Color: White,Interior Color: Parchment,Transmission: 6-Speed Automatic,Drivetrain: AWD","$17,990",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/717424844/overview/,"60,300 mi.",2014 BMW X3 xDrive35i,,"Exterior Color: Black Sapphire Metallic,Interior Color: Chestnut,Transmission: 8-Speed Automatic,Drivetrain: AWD","$19,877",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/721580600/overview/,"42,331 mi.",2014 Ford Edge SEL,,"Exterior Color: Mineral Gray Metallic,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$17,888",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/726347623/overview/,"59,875 mi.",2014 Subaru Forester 2.5i Premium,,"Exterior Color: Venetian Red Pearl,Interior Color: Gray,Transmission: 6-Speed CVT w/OD,Drivetrain: AWD","$14,085",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/728442291/overview/,"69,466 mi.",2014 Acura RDX Technology,,"Exterior Color: Graphite Luster Metallic,Interior Color: Parchment,Transmission: 6-Speed Automatic,Drivetrain: AWD","$17,699",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/720433392/overview/,"44,660 mi.",2014 Ford Edge SEL,,"Exterior Color: White Platinum Tri-Coat Metallic,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$17,495",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/717855452/overview/,"54,111 mi.",2014 Subaru Outback 2.5i Premium,,"Exterior Color: Venetian Red Pearl,Interior Color: Black,Transmission: 6-Speed CVT w/OD,Drivetrain: AWD","$13,999",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730063707/overview/,"45,610 mi.",2014 Subaru Forester 2.5i Limited,,"Exterior Color: Satin White Pearl,Interior Color: Gray,Transmission: Automatic CVT,Drivetrain: AWD","$17,440",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/726075601/overview/,"81,300 mi.",2014 Dodge Durango Limited,,"Exterior Color: Deep Cherry Red Crystal Pearlcoat,Interior Color: Lt Frost Beige/Black,Transmission: 8-Speed Automatic w/OD,Drivetrain: AWD","$19,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730311623/overview/,"51,538 mi.",2014 Ford Escape SE,,"Exterior Color: Sterling Gray Metallic,Interior Color: Medium Light Stone,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$13,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/716216034/overview/,"70,946 mi.",2014 Subaru Forester 2.5i Touring,,"Exterior Color: Gray,Transmission: lineartronic cvt,Drivetrain: All Wheel Drive","$15,999",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/717738981/overview/,"66,823 mi.",2014 Ford Escape Titanium,,"Exterior Color: Deep Impact Blue,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$15,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/727720516/overview/,"78,683 mi.",2014 Ford Explorer Limited,,"Exterior Color: Tuxedo Black Metallic,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$19,999",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730488727/overview/,"71,226 mi.",2014 Jeep Patriot Latitude,,"Exterior Color: Billet Silver Metallic Clearcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$11,999",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/711177300/overview/,"30,731 mi.",2014 BMW X1 xDrive 28i,,"Exterior Color: Black,Interior Color: Black,Transmission: 8-Speed Automatic,Drivetrain: AWD","$17,728",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730362222/overview/,"30,896 mi.",2014 Nissan Rogue SL,,"Exterior Color: Moonlight White,Interior Color: Charcoal,Transmission: Automatic CVT,Drivetrain: AWD","$17,998",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/719788734/overview/,"51,853 mi.",2014 Ford Edge Limited,,"Exterior Color: Ingot Silver Metallic,Interior Color: Sienna / Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$17,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/722031008/overview/,"67,395 mi.",2014 Jeep Cherokee Latitude,,"Exterior Color: Billet Silver Metallic Clearcoat,Interior Color: Black / Iceland Gray,Transmission: 9-Speed Automatic,Drivetrain: 4WD","$13,990",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730313312/overview/,"51,538 mi.",2014 Ford Escape SE,,"Exterior Color: Sterling Gray Metallic,Interior Color: Medium Light Stone,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$13,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/727275447/overview/,"36,483 mi.",2014 Ford Edge SEL,,"Exterior Color: Tuxedo Black Metallic,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$19,799",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730669172/overview/,"108,250 mi.",2014 Ford Escape SE,,"Exterior Color: Sterling Gray Metallic,Interior Color: Medium Light Stone,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$10,950",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/722134825/overview/,"28,606 mi.",2014 Nissan Murano SV,,"Exterior Color: Black,Interior Color: Black,Transmission: xtronic continuously variable (cvt),Drivetrain: All Wheel Drive","$15,695",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/722156134/overview/,"31,755 mi.",2014 Honda CR-V LX,,"Exterior Color: Silver,Interior Color: Gray,Transmission: 5-SPEED A/T,Drivetrain: All Wheel Drive","$15,695",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/728514634/overview/,"17,276 mi.",2014 Toyota RAV4 LE,,"Exterior Color: Classic Silver Metallic,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$18,900",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729433482/overview/,"42,440 mi.",2014 Subaru Forester 2.5i Premium,,"Exterior Color: Marine Blue Pearl,Interior Color: Gray,Transmission: 6-Speed CVT w/OD,Drivetrain: AWD","$17,550",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/724172509/overview/,"31,654 mi.",2014 Nissan Murano S AWD,,"Exterior Color: Black,Interior Color: Black,Transmission: Automatic,Drivetrain: AWD","$16,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/724479452/overview/,"34,721 mi.",2014 Honda CR-V EX-L,,"Exterior Color: Gray,Interior Color: Beige,Transmission: Automatic,Drivetrain: 4WD","$17,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/726726336/overview/,"21,429 mi.",2014 Mitsubishi Outlander GT,,"Exterior Color: Black,Interior Color: Beige,Transmission: Automatic,Drivetrain: AWD","$16,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/727408957/overview/,"56,558 mi.",2014 Nissan Murano S AWD,,"Exterior Color: Blue,Interior Color: Black,Transmission: Automatic,Drivetrain: AWD","$14,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/725210818/overview/,"68,972 mi.",2014 Ford Escape Titanium,,"Exterior Color: Tuxedo Black,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$15,000",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/717676959/overview/,"43,925 mi.",2014 Ford Edge SEL,,"Exterior Color: Ingot Silver Metallic,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic w/OD,Drivetrain: FWD","$16,994",2014
NOT A GOOD DEAL,https://www.cars.com/vehicledetail/detail/725095084/overview/,"22,251 mi.",2014 Ford Edge SEL,,"Exterior Color: Mineral Gray Metallic,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$18,990",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/726008298/overview/,"61,296 mi.",2014 Chevrolet Equinox 1LT,,"Exterior Color: Champagne Silver Metallic,Interior Color: JET BLACK,Transmission: 6-SPEED A/T,Drivetrain: Front Wheel Drive","$13,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/725061473/overview/,"42,709 mi.",2014 Chevrolet Captiva Sport LTZ,,"Exterior Color: Arctic Ice,Interior Color: BLACK,Transmission: 6-SPEED A/T,Drivetrain: Front Wheel Drive","$12,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/726506666/overview/,"120,147 mi.",2014 Ford Escape Titanium,,"Exterior Color: White Platinum Tri-Coat,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$9,999",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/728437596/overview/,"62,646 mi.",2014 Subaru Forester 2.5i Limited,,"Exterior Color: Marine Blue Pearl,Interior Color: Gray,Transmission: Automatic CVT,Drivetrain: AWD","$15,477",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730858173/overview/,"82,231 mi.",2014 Ford Escape SE,,"Exterior Color: White,Interior Color: Medium Light Stone,Transmission: 6-Speed Automatic,Drivetrain: FWD","$10,999",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/727804065/overview/,"49,054 mi.",2014 Volkswagen Tiguan S,,"Exterior Color: Pepper Gray,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$12,895",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730293148/overview/,"30,718 mi.",2014 GMC Terrain SLT-1,,"Exterior Color: Iridium Metallic,Interior Color: Light Titanium,Transmission: 6-Speed Automatic,Drivetrain: AWD","$18,998",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730597315/overview/,"37,717 mi.",2014 Nissan Rogue SL,,"Exterior Color: Moonlight White,Interior Color: Charcoal,Transmission: 1-Speed CVT w/OD,Drivetrain: AWD","$19,495",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730140704/overview/,"19,888 mi.",2014 Jeep Cherokee Latitude,,"Exterior Color: Bright White Clearcoat,Interior Color: Black/Iceland Gray,Transmission: 9-Speed Automatic w/OD,Drivetrain: 4WD","$17,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/726910134/overview/,"39,221 mi.",2014 Ford Escape SE,,"Exterior Color: Tuxedo Black,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic w/OD,Drivetrain: FWD","$15,997",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/725744849/overview/,"45,960 mi.",2014 Mitsubishi Outlander ES,,"Exterior Color: White,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: FWD","$11,999",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/724186063/overview/,"38,728 mi.",2014 Hyundai Santa Fe Sport 2.0L Turbo,,"Exterior Color: Cabo Bronze,Interior Color: Beige,Transmission: Automatic,Drivetrain: All Wheel Drive","$17,897",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/718218642/overview/,"42,293 mi.",2014 Jeep Cherokee Trailhawk,,"Exterior Color: White,Transmission: 9-Speed Automatic w/OD,Drivetrain: 4WD","$19,998",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/713285074/overview/,"10,747 mi.",2014 Buick Encore Convenience,,"Exterior Color: Carbon Black Metallic,Interior Color: Ebony,Transmission: 6-Speed Automatic,Drivetrain: AWD","$16,900",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/726547223/overview/,"64,634 mi.",2014 Jeep Grand Cherokee Laredo,,"Exterior Color: Billet Silver Metallic Clearcoat,Interior Color: Black,Transmission: 8-Speed Automatic,Drivetrain: 4WD","$19,358",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/724530644/overview/,"32,283 mi.",2014 Nissan Murano SL,,"Exterior Color: Super Black,Interior Color: Beige,Transmission: Automatic CVT,Drivetrain: AWD","$18,644",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/723394556/overview/,"44,632 mi.",2014 Nissan Murano S,,"Exterior Color: Graphite Blue,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: AWD","$14,299",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/726370931/overview/,"40,455 mi.",2014 Nissan Murano SL,,"Exterior Color: Brilliant Silver,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: AWD","$18,573",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/728880568/overview/,"61,907 mi.",2014 Chevrolet Equinox LTZ,,"Exterior Color: Silver Topaz Metallic,Transmission: 6-Speed Automatic,Drivetrain: FWD","$16,991",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/723311768/overview/,"33,141 mi.",2014 Ford Edge SEL,,"Exterior Color: Ingot Silver Metallic,Interior Color: Medium Light Stone,Transmission: 6-Speed Automatic,Drivetrain: AWD","$18,994",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/725416229/overview/,"27,115 mi.",2014 Jeep Cherokee Latitude,,"Exterior Color: Bright White Clearcoat,Interior Color: Black,Transmission: Automatic,Drivetrain: 4WD","$16,335",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730004420/overview/,"43,509 mi.",2014 Ford Edge SEL,,"Exterior Color: Black,Interior Color: Medium Light Stone,Transmission: 6-Speed Automatic,Drivetrain: FWD","$18,250",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730004470/overview/,"83,906 mi.",2014 Jeep Cherokee Sport,,"Exterior Color: Black,Interior Color: Black,Transmission: 9-Speed Automatic,Drivetrain: FWD","$11,834",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730282056/overview/,"85,154 mi.",2014 INFINITI QX60 Base,,"Exterior Color: Black Obsidian,Interior Color: Tan,Transmission: Automatic CVT,Drivetrain: AWD","$19,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729798589/overview/,"94,669 mi.",2014 Jeep Grand Cherokee Limited,,"Exterior Color: Silver,Transmission: 8-Speed Automatic,Drivetrain: 4WD","$17,480",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/716319743/overview/,"34,349 mi.",2014 Chevrolet Equinox 1LT,,"Exterior Color: Champagne Silver,Interior Color: Jet Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$15,999",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/725244285/overview/,"21,913 mi.",2014 Nissan Rogue SV,,"Exterior Color: Gun Metallic,Interior Color: Charcoal,Transmission: xtronic cvt automatic,Drivetrain: All Wheel Drive","$17,735",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730693420/overview/,"17,867 mi.",2014 Nissan Juke NISMO RS,,"Exterior Color: Pearl White,Interior Color: Gray,Transmission: 6-Speed Manual,Drivetrain: FWD","$16,300",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730015438/overview/,"51,440 mi.",2014 Ford Edge SEL,,"Exterior Color: Red,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$17,700",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730786929/overview/,"22,755 mi.",2014 Volkswagen Tiguan 4MOTION Auto SE,,"Exterior Color: Gray,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$16,600",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730561083/overview/,"30,849 mi.",2014 Hyundai Santa Fe Sport 2.4L,,"Exterior Color: Frost White Pearl,Interior Color: Gray,Transmission: 6-Speed Automatic,Drivetrain: FWD","$15,600",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730369178/overview/,"81,221 mi.",2014 Ford Escape SE,,"Exterior Color: White,Interior Color: Gray,Transmission: Automatic,Drivetrain: Four Wheel Drive","$11,800",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/712834445/overview/,"70,804 mi.",2014 GMC Terrain Denali,,"Exterior Color: Summit White,Interior Color: Jet Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$18,789",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/723211529/overview/,"40,222 mi.",2014 Jeep Grand Cherokee Laredo,,"Exterior Color: Gray,Interior Color: Black,Transmission: 8-Speed Automatic,Drivetrain: 4WD","$19,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/714074329/overview/,"28,767 mi.",2014 Honda CR-V EX-L,,"Exterior Color: Twilight Blue,Interior Color: Beige,Transmission: 5-Speed Automatic,Drivetrain: AWD","$18,917",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/716290339/overview/,"48,770 mi.",2014 Toyota RAV4 LE,,"Exterior Color: White,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$17,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729524576/overview/,"58,928 mi.",2014 Dodge Durango Limited,,"Exterior Color: Sandstone Pearlcoat,Interior Color: Light Frost,Transmission: 8-Speed Automatic,Drivetrain: RWD","$19,994",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/729601351/overview/,"63,132 mi.",2014 Mitsubishi Outlander Sport ES,,"Exterior Color: Quartz Silver Metallic,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: FWD","$10,795",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730771305/overview/,"106,084 mi.",2014 Ford Explorer Limited,,"Exterior Color: Black,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$16,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/717414242/overview/,"48,030 mi.",2014 Honda CR-V EX-L,,"Exterior Color: Gray,Interior Color: Black,Transmission: 5-Speed Automatic,Drivetrain: AWD","$16,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729863365/overview/,"34,801 mi.",2014 Nissan Murano AWD 4dr S,,"Exterior Color: Gray,Interior Color: Black,Transmission: Automatic,Drivetrain: All Wheel Drive","$13,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/723647907/overview/,"46,261 mi.",2014 Nissan Murano SL,,"Exterior Color: Midnight Garnet,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: AWD","$17,497",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/726457730/overview/,"44,921 mi.",2014 Honda CR-V LX,,"Interior Color: Black,Transmission: 5-SPEED A/T,Drivetrain: All Wheel Drive","$14,095",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/723219359/overview/,"102,011 mi.",2014 Honda CR-V EX-L,,"Exterior Color: Silver,Interior Color: Black,Transmission: 5-Speed Automatic,Drivetrain: AWD","$14,688",2014
